,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,distance
18418,5719076,Beautiful flat next to Eiffel Tower,16638781,Quentin,,Vaugirard,48.851890455581646,2.2971799003690747,Entire home/apt,90,4,14,2016-06-24,0.93,1,339,804.87
4130,3046943,Studio pr?s de la tour Eiffel,15513705,Florence,,Palais-Bourbon,48.85713241859882,2.30312526190424,Entire home/apt,75,14,0,,,1,0,804.81
3598,4971549,EiffelTower-Private room-120m2 flat,10010492,Julie,,Palais-Bourbon,48.852971213355296,2.2995883059182045,Private room,100,3,0,,,1,0,803.85
35374,8593946,Luxury 3BR w/ Garden - Passy/Eiffel,16842733,Michael & Julie,,Passy,48.85967167594117,2.2814904985334246,Entire home/apt,501,7,0,,,2,364,802.94
3955,4460155,Contemporary loft - Champs de Mars,7612270,Paul,,Palais-Bourbon,48.8560696447858,2.3026867579704597,Entire home/apt,90,2,26,2016-04-18,1.34,53,240,802.79
33334,2444722,chambre priv?e pr 2 Trocad?ro,8659883,Parisienne,,Passy,48.86523541446567,2.2889013015497546,Private room,60,1,85,2016-06-24,3.03,1,361,802.2
33440,6409025,Superb 70sqm 2-BDR apt in Trocadero,11593703,Rudy And Benjamin,,Passy,48.864162564555734,2.285751859432972,Entire home/apt,180,3,13,2016-06-08,1.08,56,357,801.83
33103,2782651,Studio Trocadero 1mn Effeil Tower,14232465,Louis,,Passy,48.86145682001187,2.282388854917591,Entire home/apt,50,1,82,2016-06-19,3.21,2,309,801.18
33346,2388121,Charming studio - Trocadera,12200224,Francine,,Passy,48.8652938744406,2.2892384967603605,Entire home/apt,69,3,12,2016-06-17,0.54,1,335,801.17
18501,6632690,Cosy appartment Eiffel tower 15e,17493681,Amel,,Vaugirard,48.85205645212263,2.297549680629124,Entire home/apt,50,2,9,2015-12-25,0.74,1,0,801.03
33997,3570197,Cosy apartment Eiffel Tower view,8999735,Charles,,Passy,48.85507856533,2.2825512104405545,Entire home/apt,140,1,51,2016-05-30,2.31,2,55,801.0
4147,3129986,from 70E charming 1br Eiffel twr!,15895051,Alex,,Palais-Bourbon,48.85735208976644,2.3031242824753075,Entire home/apt,90,5,48,2016-06-15,2.13,2,17,800.91
34067,3317154,"Luxueux appart, pr?s Tour Eiffel",16747843,Anne,,Passy,48.86507389237123,2.2882869825386005,Entire home/apt,199,3,41,2016-04-04,1.71,1,320,800.45
16141,7417891,Two minutes from the Eiffel Tower.,17776058,M?lanie,,Vaugirard,48.8522346305738,2.286586996355859,Entire home/apt,251,1,0,,,1,0,799.94
15848,9834421,Lovely flat close to Eiffel Tower,50647612,Julien,,Vaugirard,48.851296866283036,2.2941951326103007,Entire home/apt,80,1,39,2016-06-17,6.09,2,268,799.18
33677,7865786,Studio ? 10min de la tour Eiffel,2300345,Mariam,,Passy,48.856800778313705,2.2816341094178103,Entire home/apt,65,2,1,2015-09-06,0.1,1,0,798.76
3757,4176970,NEW: Champs Elysees & Eiffel Tower,2003104,Karla,,Palais-Bourbon,48.8628689060145,2.3008034740618664,Entire home/apt,148,4,41,2016-06-12,1.98,11,0,798.74
19264,9192088,petit nid parisien authentique,47819701,Flomouss,,Vaugirard,48.85126682101036,2.2938653750459417,Entire home/apt,80,1,1,2015-12-21,0.15,1,183,798.63
3570,1367869,Eiffel Tower/ Champ de Mars Apt.,7420320,Nina & Jean-Sebastien,,Palais-Bourbon,48.855160335092954,2.3020415256844884,Entire home/apt,250,3,9,2015-10-15,0.26,1,365,798.07
34867,3505366,Bel appartement proche Tour Eiffel,17649106,Anne-Sophie,,Passy,48.856876573164705,2.281621080419136,Entire home/apt,300,1,0,,,1,0,797.88
34832,6391985,Trocadero 2 Bedroom,33327827,Michael,,Passy,48.8611705631507,2.2822467668570607,Entire home/apt,85,6,3,2015-12-22,0.25,1,184,797.65
16719,7110796,studio Tour Eiffel,20725154,Martin,,Vaugirard,48.8512043425268,2.292570601922792,Entire home/apt,60,2,19,2016-06-29,1.91,1,40,797.45
4029,12991986,Chaleur et lumi?re Paris 7,47089735,Jessy,,Palais-Bourbon,48.85636868613484,2.302751707070688,Private room,82,1,0,,,1,360,797.37
4552,7315820,Nice studio near the Eiffel Tower,38327125,Lola,,Palais-Bourbon,48.85664222051811,2.3028634305871734,Entire home/apt,40,2,0,,,1,0,797.33
33064,6042757,Luxury 120m2 flat near Eiffel Tower,31343299,Joelle,,Passy,48.86067477312112,2.281968458053933,Entire home/apt,331,3,2,2015-08-20,0.17,1,0,797.07
18075,2063886,Luxury 2 bedroom apartment ,10560951,Joji,,Vaugirard,48.85132047311009,2.294214850103254,Entire home/apt,191,4,7,2015-09-30,0.23,1,0,796.85
34697,12563748,"Paris big balcony, Tour Effeil view",68106620,Beno?t,,Passy,48.85808590537154,2.281409071375449,Entire home/apt,169,2,2,2016-06-23,2.0,1,86,796.47
16675,3567368,Paris Tour Eiffel Grande TERRASSE - Renovated 2016,17960855,Philippe,,Vaugirard,48.85167983842515,2.2961603175922396,Entire home/apt,130,7,6,2014-12-06,0.27,1,365,796.43
32922,3321601,Beau 5 pi?ces 2 minutes Tour Eiffel,16770617,Patrice Et Olivia,,Passy,48.85665707080688,2.2817351594152533,Entire home/apt,200,3,5,2016-01-05,0.22,1,168,795.23
16067,13600518,"Appartement proche de la Tour Effeil, ( chambre )",78643705,Barbaste,,Vaugirard,48.851223703627326,2.2924072625318277,Private room,60,1,1,2016-06-29,1.0,1,39,795.08
17024,12461539,Little apartment in Paris,12544980,Solenne,,Vaugirard,48.851263757227876,2.2934112478843303,Private room,50,1,4,2016-05-27,1.82,1,352,794.84
34314,6194179,Great flat Trocad?ro - Eiffel Tower,13895152,Edmond,,Passy,48.86184194766975,2.2827921268054316,Entire home/apt,115,2,16,2016-06-20,1.14,1,65,794.5
16083,2487463,Quiet flat close from Eiffel Tower,12531978,Adri,,Vaugirard,48.85124732180008,2.2915183557596617,Entire home/apt,82,2,8,2016-06-27,0.3,1,233,794.4
33062,11763394,"Eiffel Tower view, sunny balcony",62606636,Ionah,,Passy,48.85897563587842,2.2814723787198883,Entire home/apt,120,1,16,2016-07-01,4.44,1,332,794.02
3629,9749290,LE NID - Paris - central appartment,50289882,Elia,,Palais-Bourbon,48.85683635738925,2.302885840686319,Entire home/apt,60,1,18,2016-06-07,3.03,1,0,793.99
17893,9541714,Sunny apartment near Eiffel Tour,49197301,A?cha,,Vaugirard,48.85158201446775,2.2889390675655945,Entire home/apt,80,3,6,2016-06-14,0.96,1,1,793.93
3956,397673,Spacious Appartement  Champ de Mars,1802008,An?mone,,Palais-Bourbon,48.85777395289411,2.303100073095892,Entire home/apt,120,4,2,2015-04-10,0.06,19,309,793.85
33844,11157393,Nice flat Eiffel Tower Paris G16578,21630783,Pierre,,Passy,48.86338080465226,2.2845609132314246,Entire home/apt,199,5,0,,,65,0,793.39
18684,13148727,Beautiful flat with balcony + view on Tour Eiffel,43002610,Myriam,,Vaugirard,48.851259275045436,2.2915215768833708,Entire home/apt,200,2,2,2016-07-02,2.0,1,55,793.06
3543,8823575,Charmant studio proche Tour Eiffel,29333369,J?r?mie,,Palais-Bourbon,48.8530001478375,2.2994119832995468,Entire home/apt,75,1,0,,,1,0,792.91
34698,13038338,Appartment in district smart and Eiffel Tower,6412857,Romain,,Passy,48.85605195075885,2.282042466242836,Entire home/apt,80,1,6,2016-06-08,3.91,2,365,792.72
4702,8337591,Appartement proche Tour Eiffel,43949179,Nicolas,,Palais-Bourbon,48.85585303461043,2.3024211117909927,Entire home/apt,73,1,3,2016-01-05,0.45,1,0,792.59
17632,2476563,charming flat near the Eiffel Tower,12666566,Lola,,Vaugirard,48.85207900862359,2.2973653752467205,Entire home/apt,110,6,28,2016-06-20,1.01,1,361,792.42
17626,9817420,"2 bedroom apartment, (Eiffel Tower)",28325498,Kamar,,Vaugirard,48.85141565094688,2.2946137127598187,Entire home/apt,100,1,11,2016-06-18,1.7,1,34,792.19
18742,7267070,Petit paradis au coeur de Paris,38051068,Sandrine,,Vaugirard,48.851675741781214,2.288610588663483,Entire home/apt,80,7,0,,,1,0,791.86
4981,1342423,Paris 7th - apt 74m?- EIFFEL TOWER,1758711,Caroline,,Palais-Bourbon,48.85929773017475,2.3030187639252384,Entire home/apt,181,4,4,2015-12-26,0.17,1,118,791.78
16070,2055726,Room in flatshare near Eiffel Tower,4289445,Florence,,Vaugirard,48.85177882829404,2.288207524021729,Private room,56,1,1,2014-01-07,0.03,1,304,791.73
34782,6395019,Trocadero Magical Apartment,26918233,Skander,,Passy,48.86099659061635,2.2822265710142275,Entire home/apt,76,1,14,2016-06-20,1.13,1,361,791.68
4203,1361957,Eiffel Tower View Charming Appt,7393063,Elsa,,Palais-Bourbon,48.857195094995134,2.3029505856665127,Entire home/apt,75,6,2,2013-08-25,0.06,1,0,791.04
34298,8902756,Comfy-Cozy Studio in Paris 16th,38670378,Tammie,,Passy,48.86018174644996,2.281836128743812,Entire home/apt,75,2,18,2016-06-21,2.1,1,17,790.56
35696,1328861,Room close to EIFFEL Tower and EURO 2016 stadium,2764594,Jean-Philippe,,Passy,48.86130700452756,2.2824448528923713,Private room,49,1,51,2016-06-29,2.16,2,351,790.47
16205,7567749,Eiffel Tower - Rooftops - NEW!,39678406,Charlotte,,Vaugirard,48.85134572556918,2.2906690162115555,Entire home/apt,120,2,11,2016-05-30,1.05,1,23,790.38
3634,6326942,Cozy studio 5mins to Eiffel Tower,6651182,Sonia,,Palais-Bourbon,48.85835595261388,2.303080045146498,Entire home/apt,49,1,68,2016-06-23,5.18,2,126,789.57
32948,2624634,Cosy apartment next to Eiffel Tower,13303958,Valerie,,Passy,48.86438359123198,2.286554827170873,Entire home/apt,160,3,43,2016-06-19,2.01,1,354,788.96
16427,11545354,Eiffel Tower View & at 10mn on foot,35141648,Claire,,Vaugirard,48.85133942263339,2.293576654913128,Shared room,50,2,14,2016-06-29,4.12,1,51,787.83
33858,13255910,chambre chez l'habitant 13 m2,74587394,Veronique,,Passy,48.86217713208918,2.283209807746729,Private room,35,10,0,,,1,0,787.31
35199,8986594,une semaine  ? Paris ,35270140,Marie-Helene,,Passy,48.862212851000955,2.283245072079002,Entire home/apt,81,2,2,2016-01-01,0.24,1,362,787.28
33095,13800669,Cosy Studio 10 min Away from the Eiffel Tower,46050989,Alex,,Passy,48.8604778392009,2.282012017592534,Entire home/apt,65,1,0,,,1,5,787.27
33071,4026483,Tour/Trocadero Open Space Flat,20876406,Nicolas,,Passy,48.859697741284904,2.2817232864381083,Entire home/apt,90,2,2,2016-06-19,2.0,1,31,786.73
17629,11521338,Chambre - salon sur Tour Eiffel,60737201,Louis,,Vaugirard,48.85137073374767,2.2937839797275372,Private room,46,2,7,2016-06-30,6.0,1,71,786.34
33571,11144046,Apartment in Trocadero,11247298,Elise,,Passy,48.86482634374864,2.2878923856558706,Entire home/apt,65,1,1,2016-02-19,0.22,1,0,786.25
4390,3532207,Spacious apartment - Eiffel Tower,16826734,Sophie,,Palais-Bourbon,48.85904837296471,2.3029832814746944,Entire home/apt,120,2,14,2016-06-12,1.57,1,282,786.08
3540,13058912,Lovely Studio in Champs de mars,72082011,Julie,,Palais-Bourbon,48.855174358194134,2.3018670632433573,Entire home/apt,54,15,0,,,1,342,785.97
3938,5898913,Studio avec vue sur la Tour Eiffel,30637663,Martine Et Philippe,,Palais-Bourbon,48.85633343676113,2.302563567919347,Entire home/apt,100,4,18,2016-06-09,1.25,1,58,785.28
32974,2158477,Charming apartment Tour Eiffel,11014424,Alex,,Passy,48.85954401248761,2.281703824309342,Entire home/apt,90,2,0,,,1,348,785.11
4792,13441347,Cosy apt with amazing view on the Eiffel tower,67879895,Guillaume,,Palais-Bourbon,48.85634292993124,2.3025633898320783,Entire home/apt,80,1,1,2016-06-27,1.0,52,6,784.97
35628,13395533,Appartment Eiffel Tower and the Statue of Liberty,6412857,Romain,,Passy,48.85721372385161,2.281703578027749,Entire home/apt,80,1,1,2016-06-20,1.0,2,87,784.96
35441,4369810,Modern 50 sqm near Eiffel Tower,5774509,Guillaume,,Passy,48.85743581550028,2.281655198532336,Entire home/apt,90,5,6,2015-03-06,0.3,1,314,784.79
5070,12207740,Chambre privative champ de mars,38948928,Charles,,Palais-Bourbon,48.85316751132774,2.2995237286616756,Private room,70,1,5,2016-06-17,3.19,1,339,784.48
4362,1900017,Lovely flat Eiffel Tower View,9847737,Antoine,,Palais-Bourbon,48.858285774206884,2.3030073892830787,Entire home/apt,136,1,18,2016-06-18,0.58,1,361,784.32
4222,8442973,Private Room in a Flat - Paris 7th,36945828,Vincent,,Palais-Bourbon,48.85836193881616,2.302997347712918,Private room,55,3,6,2016-06-28,4.19,1,0,783.52
18795,6606843,A lovely place near Effeil Towel,26148864,Julien,,Vaugirard,48.85231798504138,2.286815731395086,Entire home/apt,111,3,32,2016-06-23,2.56,1,145,783.36
32872,13241825,2 Pi?ces - 70m? - Terrasses - Proche tour Eiffel,47495346,Claire,,Passy,48.86095762144822,2.2823297973398486,Entire home/apt,105,7,0,,,1,16,783.07
18348,5722442,Tour Eiffel ? 3 minutes. Atelier 2P,16006227,Valerie,,Vaugirard,48.851436606622315,2.294080611034018,Entire home/apt,130,3,1,2015-09-11,0.1,1,365,782.44
4402,9035399,Studette proche de la tour Eiffel,47161165,Auber,,Palais-Bourbon,48.857220497940595,2.302834667842977,Entire home/apt,67,1,16,2016-06-15,2.01,2,339,782.21
3970,12065314,Au plus pr?s de la Tour Eiffel,30331465,Anne-C?cile,,Palais-Bourbon,48.85657842461578,2.302618538201736,Entire home/apt,70,2,3,2016-06-16,1.61,1,0,781.74
35002,9342939,Eiffel Tower Lovely Room Own Bath,48489928,Nils,,Passy,48.85992946962303,2.2818718004943843,Private room,55,1,0,,,1,365,781.36
4747,5586330,Chambre et living room- tour eiffel,28964556,Christian,,Palais-Bourbon,48.856037813518135,2.3023545417132905,Private room,100,1,23,2016-06-11,1.51,4,346,780.97
33586,2249308,Superb 4 bdrms 185m2 Apt Trocadero ,6965583,Gaelle,,Passy,48.86534900189185,2.2910537548291594,Entire home/apt,521,3,10,2016-06-27,0.37,1,319,780.86
3690,724032,A Step Away From the Tour Eiffel,2003104,Karla,,Palais-Bourbon,48.85614116518976,2.3024067260849197,Entire home/apt,148,4,87,2016-05-21,1.92,11,1,780.84
34014,12223236,"Room 1900 building, 10mns Eiffel tw",65751450,Bruno,,Passy,48.85765886606267,2.2816711685433764,Private room,58,2,11,2016-06-30,4.71,1,280,780.71
18686,11468281,A deux pas de la Tour Eiffel,5239302,Cl?mence,,Vaugirard,48.8516639017265,2.295414002704129,Entire home/apt,84,2,5,2016-06-28,1.27,1,185,780.37
4394,12166805,PALAIS CHIC PARIS 7 / Tour Eiffel,65352269,Sandrine,,Palais-Bourbon,48.855535955605966,2.302042858726168,Entire home/apt,200,2,7,2016-06-29,3.39,1,49,780.35
15728,6223592,Appart 20m? tout ?quip? paris 15eme,969658,Zouhair,,Vaugirard,48.85201301651891,2.2877857364279857,Entire home/apt,60,1,1,2015-06-12,0.08,1,0,780.19
16661,1774045,Appartement et Jardin tour Eiffel,9317062,Raphael,,Vaugirard,48.85239820122803,2.2978652290965518,Entire home/apt,59,2,1,2015-08-11,0.09,1,13,779.75
4014,8795378,Quiet flat next to the Eiffel Tower,7587252,Ida,,Palais-Bourbon,48.85643482280031,2.302527406280596,Shared room,35,1,26,2016-06-25,3.16,1,55,779.56
5095,11545624,"Beautiful flat, amazing district",60925119,Paloma,,Palais-Bourbon,48.853023928135045,2.299165316014156,Entire home/apt,60,8,0,,,1,4,779.15
35744,931833,2-room near Trocadero/ Eiffel Tower,5020699,Christophe,,Passy,48.865240281277046,2.290203882059024,Entire home/apt,75,6,18,2015-08-17,0.45,1,110,778.6
34053,7510455,COZY ROOM - PASSY/TROCADERO,2575431,Suzie,,Passy,48.857518625165596,2.2817312566808643,Private room,39,7,4,2016-06-12,0.42,2,365,778.09
18873,13153921,Studio ? qql min de la Tour Eiffel,22721494,Maxime,,Vaugirard,48.851380943048646,2.292431933610754,Entire home/apt,70,1,1,2016-06-19,1.0,1,365,777.62
18819,3327384,At the foot of the Eiffel Tower,16800174,Marie-Anne,,Vaugirard,48.85143741329037,2.2935927560095912,Entire home/apt,95,5,28,2016-06-15,1.15,1,303,777.16
4092,288351,EIFFEL TOWER LUXURY FLAT AT ALMA,1499223,Jacques-Edouard,,Palais-Bourbon,48.860008257692186,2.302615676699982,Entire home/apt,150,3,9,2015-10-04,0.19,1,273,777.14
15900,13079285,Paris - 2 Rooms Apartment - Near Eiffel Tower,70033544,Celine,,Vaugirard,48.85164039233366,2.295125832211777,Entire home/apt,120,7,0,,,1,24,776.97
33962,1338178,cosy apartment in Trocadero,7256807,Raf,,Passy,48.865308483456154,2.2910071262100478,Entire home/apt,150,3,41,2016-06-15,1.57,1,365,776.79
4116,2976048,Tour Eiffel  champs de mars,8932528,Michele,,Palais-Bourbon,48.86186550017597,2.3014789828821933,Entire home/apt,55,3,6,2016-05-06,0.23,1,365,776.47
35131,1784745,The Eiffel Tower Passy Residence,1432477,"Ana, Davide, Romain & Maxime",,Passy,48.85559528011904,2.2825617207983133,Entire home/apt,190,3,0,,,11,40,775.69
35527,1884900,"Appartement de charme, Trocadero",9807686,Estelle,,Passy,48.86527381754981,2.290804779051041,Entire home/apt,125,3,28,2016-06-17,0.89,1,339,774.9
4706,5721841,Chambre living room - tour effeil,28964556,Christian,,Palais-Bourbon,48.855745420833856,2.3020851019544315,Private room,65,1,12,2016-06-18,0.8,4,354,774.09
34664,899165,Tour Eiffel: Apt & terrace sleeps 2,3116480,Emeric,,Passy,48.86024525388259,2.2821002732159705,Entire home/apt,95,3,19,2016-06-23,0.6,1,352,773.76
35008,13458107,View Trocad?ro Tour Eiffel Stunning 2Bedrooms flat,74266499,"Agnes, Agathe & Theodora",,Passy,48.8612734649865,2.2826746513885987,Entire home/apt,241,3,0,,,2,52,773.62
16077,1556349,A 5 min de la Tour Eiffel pour 2,8285262,Chad,,Vaugirard,48.852015960448206,2.2880070086464346,Private room,108,1,0,,,1,365,773.19
4980,5901947,Studio  Invalides & Tour Eiffel ,30653061,Clotilde,,Palais-Bourbon,48.856137176583175,2.3022939453925133,Entire home/apt,60,2,0,,,1,0,773.16
16149,13058520,Charming apartment near the Eiffel Tower,54932288,James,,Vaugirard,48.851516867352714,2.2939433209753624,Entire home/apt,100,2,0,,,5,54,772.0
3575,8451231,Lovely studio effeil tower,39224258,Paul,,Palais-Bourbon,48.85821549422021,2.3028367718851053,Entire home/apt,49,3,2,2015-10-07,0.22,1,295,771.98
3791,8324894,Exp?rience the Parisian life,32347506,Teresa,,Palais-Bourbon,48.85986757821127,2.3025879918998364,Entire home/apt,100,1,1,2016-06-27,1.0,1,358,771.66
33356,13218106,Appartement 75m? Trocad?ro-Tour Eiffel,29202891,Isabelle,,Passy,48.865130527676286,2.2898996928339894,Entire home/apt,111,3,2,2016-06-26,2.0,1,82,771.37
15756,9697362,Cosy studio 2 near Eiffel tower,8692041,Pascal,,Vaugirard,48.8522950146257,2.2973675593179186,Entire home/apt,75,2,32,2016-06-30,5.75,4,0,771.36
19355,6164293,L'ideal ..,31978699,Jules,,Vaugirard,48.85243985095118,2.2868299150424094,Entire home/apt,80,1,2,2015-09-25,0.15,1,242,771.21
19277,2536363,"Cosy Room next to ""Eiffel Tower"" !",11706570,Catherine,,Vaugirard,48.85145086288552,2.292920397914016,Private room,50,3,54,2016-06-24,1.98,1,334,771.17
18816,5818038,Eiffel Tower flat fully equipped,3375193,Emmanuel,,Vaugirard,48.85222152020176,2.28745426186846,Entire home/apt,95,5,3,2016-04-10,0.22,1,62,770.06
3613,3654313,The Eiffel Tower at your window  !,2121492,Drancourt,,Palais-Bourbon,48.8577082762505,2.302761971290766,Private room,65,5,59,2016-06-25,2.69,1,149,769.87
32923,7851588,Trocadero Tour Eiffel,41374185,Olivier,,Passy,48.86281211132471,2.284257754980819,Entire home/apt,191,7,5,2016-06-04,0.53,1,344,767.21
33820,2896985,Design And chic Eiffel tour flat ,76355,Suomi And Prestigious Team,,Passy,48.86520945678738,2.290877294849224,Entire home/apt,165,2,2,2015-05-24,0.08,23,365,767.08
16218,12831149,Panoramic view on the Eiffel Tower,70029056,Zaoua,,Vaugirard,48.852378081575814,2.2871145441186918,Entire home/apt,501,7,0,,,1,65,766.6
4391,13755816,Amazing apartment close to the Eiffel Tower,67879895,Guillaume,,Palais-Bourbon,48.86028411978484,2.3023510529216153,Entire home/apt,115,1,0,,,52,12,766.26
35047,10403554,Luxurious 3 BR Trocadero G16530,21630783,Pierre,,Passy,48.85776020967504,2.2818648838804627,Entire home/apt,500,5,1,2016-04-26,0.43,65,311,765.53
16062,13176408,Sweet home close from tour eiffel,73567109,Leo Namil,,Vaugirard,48.85193669611885,2.2885823768558957,Private room,60,3,0,,,1,339,765.36
18677,9109119,Appartement proche tour Eiffel,47476890,Chloe,,Vaugirard,48.8516116131669,2.2942248348474465,Entire home/apt,100,3,0,,,1,0,765.14
34474,6024170,Trocadero - Petrarque cosy studio,5027164,International Home Owners,,Passy,48.86239476670126,2.283802955630705,Entire home/apt,79,14,0,,,54,64,764.96
33843,3292939,Romantic apartment-TOUR EIFFEL,13930531,Maria,,Passy,48.862895948852966,2.284422190730171,Entire home/apt,99,4,1,2015-05-09,0.07,1,175,764.14
3682,13410754,Eiffel Tower - Beautiful Parisian apartment.,14272075,Michael,,Palais-Bourbon,48.85308080812621,2.2989327129421167,Entire home/apt,136,4,0,,,1,44,763.38
35393,6866085,3 pi?ces cosy au c?ur du 16eme chic,35976407,Madeleine,,Passy,48.86085031051512,2.2825632193013186,Private room,111,3,0,,,2,25,762.82
16998,317690, Eiffel Tower - Art D?co Apartment,1630680,Martine,,Vaugirard,48.852269758430644,2.2970368564586536,Entire home/apt,140,3,129,2016-06-24,2.47,1,187,762.5
3589,41169,Champs de Mars/St Dominique,170856,Charles,,Palais-Bourbon,48.8572453151146,2.302567110064377,Entire home/apt,30,6,40,2016-06-22,0.56,1,352,762.45
35103,13059080,Atypical Parisian studio Passy,22521505,Sylvain,,Passy,48.856872502384135,2.2821390173954716,Entire home/apt,75,3,1,2016-06-25,1.0,1,348,760.97
35777,4726500,Charming studio in Trocadero,12057158,Nicolas,,Passy,48.8651710253286,2.291103025997277,Entire home/apt,75,1,0,,,1,0,760.79
15639,6751722,Appartement lumineux 27m?,19363281,Arnaud,,Vaugirard,48.85251149358167,2.2976473240269173,Entire home/apt,51,1,10,2016-05-29,0.78,1,248,760.71
32900,5056108,Flat near Eiffel Tower ,6456083,Nawellita,,Passy,48.859047699731185,2.281941798757025,Private room,80,1,7,2016-04-11,0.51,1,362,760.55
17985,5082610,Studio Beaugrenelle 10mn TourEiffel,26254363,Tara,,Vaugirard,48.85281515290689,2.2862311629396497,Entire home/apt,85,1,20,2016-06-02,1.26,2,361,760.48
34690,4044607,Charmant Parisien au coeur de Passy,8068244,Mariam,,Passy,48.856739375415906,2.282197622651255,Entire home/apt,251,3,10,2015-07-27,0.47,1,357,760.19
34097,13545264,Cosy studio in Passy/Trocad?ro,47797168,Amina,,Passy,48.85825683990263,2.281899724550969,Entire home/apt,80,1,1,2016-06-27,1.0,1,0,760.04
33076,13512436,BEAUTIFUL FLAT...EIFFEL TOWER/CHAMPS ELYSEES,77313756,Tom,,Passy,48.864064910869885,2.2980361806296368,Entire home/apt,165,2,0,,,1,345,759.84
3717,3497862,JUNE%UEFA%JULY SALE @ EIFFEL TOWER,4527637,Eva,,Palais-Bourbon,48.85660205182327,2.302315204424294,Entire home/apt,129,3,8,2016-06-20,0.34,1,254,759.62
34876,6781472,Charming studio flat at Trocadero,26282414,Fr?d?ric,,Passy,48.862442503071605,2.2839506100350846,Entire home/apt,63,30,1,2015-09-29,0.11,1,209,759.37
34695,2077405,Paris Centre Eiffel Tower Trocadero,6593724,Maria,,Passy,48.85740077602105,2.282015141645537,Entire home/apt,59,1,57,2016-06-05,1.95,1,339,759.24
34792,365205,Magnifique grand 3 pi?ces Trocad?ro,1844347,Cesar,,Passy,48.85805239938404,2.2819285231566817,Entire home/apt,130,3,58,2016-06-08,1.14,2,356,758.67
34069,11837157,Grande chambre dans superbe appart!,37861104,Camille,,Passy,48.857588550446216,2.2819892938093496,Private room,60,1,3,2016-06-14,2.09,1,349,758.42
16139,12015043,"Paris great flat, near Effeil Tower",64274640,Mamoun,,Vaugirard,48.85166771871968,2.290395419473269,Entire home/apt,75,2,13,2016-06-29,4.59,1,78,758.4
19080,8548771,Chambre proche Tour Eiffel,45001057,Ludovic,,Vaugirard,48.85261345854824,2.297793536911117,Private room,70,2,13,2016-06-05,1.41,1,84,756.65
34316,6101363,Charming room near the Eiffel tower,27512101,Olivia,,Passy,48.858719824220685,2.281965564769325,Private room,90,4,1,2015-05-30,0.07,1,365,756.09
35015,6773249,"Apart Paris 16e, Trocad?ro 4/5 pers",35460769,Benoit,,Passy,48.86500885206258,2.290031439354252,Entire home/apt,120,1,38,2016-06-01,3.86,1,313,756.04
33786,13522606,loue appartement meubl? parfait ?tat bien ?quip?,59470053,Pamela,,Passy,48.863955106585905,2.286389074369975,Entire home/apt,106,10,1,2016-07-02,1.0,1,357,755.88
16624,6863593,Co-h?bergement +vue sur Tour Eiffel,35966851,Maude,,Vaugirard,48.85169642097333,2.290353169982811,Shared room,65,1,0,,,1,0,755.83
35699,6310026,6 Mandel Tribute to Christian Dior,32120324,Jean-Christophe,,Passy,48.86283709498906,2.284501710740292,Private room,191,1,4,2016-06-28,0.3,2,315,755.46
5038,4348217,Charming Studio along SEINE RIVER,4593397,Armelle,,Palais-Bourbon,48.86043487154417,2.3021247667032863,Entire home/apt,63,5,15,2016-05-17,0.94,4,298,755.29
35764,6300926,Sunny apartment ideally located,10550188,Loic,,Passy,48.86396779132106,2.2981415418992777,Entire home/apt,120,3,3,2016-06-27,0.22,1,7,755.21
33360,7401944,Romantic studio Eiffel Tower,38784103,?lisabeth,,Passy,48.86418597371432,2.2869476200860013,Entire home/apt,82,3,25,2016-06-18,2.48,1,257,755.18
33802,9710903,EIFFEL TOWER - Splendid 200m2 flat,16169983,Alexis,,Passy,48.86477184449864,2.2888499890619483,Entire home/apt,200,7,0,,,2,52,754.58
3546,9873335,TOUR EIFFEL - CHAMPS DE MARS,2124136,Frederic,,Palais-Bourbon,48.85836481644595,2.3026002847354,Entire home/apt,50,3,0,,,4,183,754.47
18173,2846204,Appartement 63m? proche Tour Eiffel,14556029,Charline,,Vaugirard,48.85233382939985,2.28758838859902,Entire home/apt,146,1,15,2015-06-29,0.6,1,183,754.47
34475,12577702,"Appartement - Trocad?ro, Paris",18399225,Caroline,,Passy,48.86101147528182,2.2827859021214945,Entire home/apt,90,1,2,2016-06-25,2.0,1,36,754.44
34472,13587080,Un coin de verdure et de calme ? Paris,15405956,Sophie,,Passy,48.86034724835999,2.2824206389517845,Entire home/apt,160,1,0,,,1,6,754.43
35678,1068984,Lovely Studio / Tour Eiffel,5881030,Jean Marc / Anastasia,,Passy,48.8650138252115,2.2943871030412857,Entire home/apt,84,4,85,2016-06-20,2.28,1,312,754.17
34798,1021896,Trocadero - cosy Tour Eiffel studio,3522748,Ghali,,Passy,48.8618618924245,2.2834492764810297,Entire home/apt,120,150,0,,,1,365,753.97
16163,13765760,Romantic flat with a view on the Eiffel Tower 15th,11228067,Mehdi,,Vaugirard,48.8521493955834,2.28821400666288,Entire home/apt,75,1,0,,,1,87,753.53
35504,11780934,Amazing view over Paris,62730048,Frank,,Passy,48.85556563769771,2.282913464352776,Entire home/apt,191,4,0,,,1,42,753.52
