,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,distance
34529,7201506,Studio meubl? proche de Trocad?ro,24376779,Thomas,,Passy,48.85803551023289,2.2838235705018017,Entire home/apt,60,1,0,,,1,0,620.33
34745,12240489,Elegant & homely room,62742446,Segolene,,Passy,48.863849593324325,2.290763920094934,Private room,58,1,10,2016-06-26,5.26,1,27,619.02
33759,8790258,Bel appartement au Trocad?ro,40303182,Jade,,Passy,48.86323298033126,2.288161948175441,Entire home/apt,93,1,20,2016-06-26,2.26,1,77,618.9
19240,1198252,Charming 42m with Eiffel Tower view,6544351,Bogdan,,Vaugirard,48.85280862130055,2.292202678758068,Entire home/apt,140,3,59,2016-06-23,1.57,1,179,618.83
34357,1911432,Charming studio near Eiffel Tower,9874383,Ewa,,Passy,48.8607703173474,2.2846531239994503,Entire home/apt,90,1,0,,,1,365,618.81
16196,1772129,Paris - Tour Eiffel - Champ de Mars,9307338,Alexandra,,Vaugirard,48.85290904979722,2.290687209468663,Private room,65,1,14,2016-06-27,0.43,1,365,618.8
18237,5464997,Appartement de charme vue tour Eiff,21068142,Fr?d?rique,,Vaugirard,48.85281071745717,2.2924303835826843,Entire home/apt,150,3,0,,,1,364,618.65
3798,4974930,At the foot of the Eiffel Tower!,25644347,Arnaud,,Palais-Bourbon,48.86067801620351,2.2999766988595227,Entire home/apt,130,3,24,2016-06-04,1.4,1,30,618.14
34744,2335011,35 sqm (377 sqft) near Eiffel Tower,11926788,Isabelle,,Passy,48.85776744356412,2.283897674723914,Entire home/apt,75,2,59,2016-06-07,2.16,1,341,617.46
4775,8897353,Unique place next to Eiffel Tower 2,30167490,Caroline,,Palais-Bourbon,48.86149697527677,2.299256582243283,Entire home/apt,381,3,1,2015-11-08,0.13,2,346,616.89
4169,6844636,Effeil Music,35865630,Antoine,,Palais-Bourbon,48.8594639388448,2.3005538014194085,Entire home/apt,140,1,21,2016-06-08,2.12,1,355,616.78
4229,10279719,Eiffel Tower Area - 2 Rooms,10971014,Florent,,Palais-Bourbon,48.859473897404214,2.3005486271794933,Entire home/apt,70,1,0,,,1,29,616.63
34826,2985029,JARDINS DU TROCADERO,9485538,Antoine,,Passy,48.859808084802296,2.284147656623127,Entire home/apt,332,7,0,,,1,365,616.46
33564,5091842,235m2 Luxurious apartment TROCADERO,26306300,Jean Pierre,,Passy,48.863802157804095,2.290665495778288,Entire home/apt,601,4,4,2015-10-06,0.24,1,180,615.18
33766,6824713,Best view of the Eiffel Tower,27207375,Filippo,,Passy,48.863644927968394,2.2947719245338845,Entire home/apt,199,2,3,2016-06-19,0.49,1,90,613.68
16026,6263990,Wonderful Apartment Champ de Mars,10029253,Massimiliano,,Vaugirard,48.85334544446908,2.2957414695143057,Entire home/apt,200,5,2,2015-07-22,0.15,1,0,613.56
34799,2791650,3MINS WALKING FROM THE EIFFEL TOWER,14270108,Laura,,Passy,48.85882078168978,2.2839360148392576,Entire home/apt,50,2,36,2016-06-26,1.34,1,48,612.98
34318,2431431,Studio sous les toits/Passy 16?me,12427517,Eleonore,,Passy,48.85749124301646,2.284067667215026,Entire home/apt,68,1,23,2016-06-01,0.84,1,348,609.29
33357,12979341,Superb studio with Eiffel Tower view!,11593703,Rudy And Benjamin,,Passy,48.86332787584506,2.288765776277065,Entire home/apt,99,3,1,2016-06-05,1.0,56,295,608.15
3603,12266033,Modern space next to Eiffel Tower,48791723,Mila,,Palais-Bourbon,48.85390203157375,2.2970548145635226,Entire home/apt,70,1,10,2016-06-14,4.17,1,329,607.36
5044,5989192,Very sunny room near Eiffel Tower,28263859,Jihae,,Palais-Bourbon,48.86136392770276,2.2992264826388964,Private room,65,5,3,2015-09-30,0.23,1,0,606.84
35633,7365115,"Nice, quiet and sunny flat",36976273,Claudine,,Passy,48.85784475182943,2.284033805139459,Entire home/apt,120,3,2,2016-06-08,0.24,1,351,606.67
34694,2863987,Flat next to the Eiffel Tower,14110162,Nargisse,,Passy,48.86087648914435,2.2849232278515776,Entire home/apt,50,2,5,2016-06-21,2.54,1,120,606.37
19168,13653062,Chambre tranquille et charmante,79291135,Maria,,Vaugirard,48.852996090842,2.2909385710237347,Private room,90,1,0,,,1,6,606.04
3952,10095746,Agr?able studio Tour Eiffel,51807723,Gr?gory,,Palais-Bourbon,48.86011075492392,2.3001372208611874,Entire home/apt,90,1,0,,,1,0,605.89
33662,4064096,Luxurious Apartment Eiffel Tower,5796719,Dani,,Passy,48.85718293057617,2.2842160972833687,Entire home/apt,165,5,30,2016-06-16,1.47,1,227,605.14
3835,12638429,Eiffel Tower Chic & Modern,17786200,Stephan,,Palais-Bourbon,48.860110238087906,2.300122598671764,Entire home/apt,325,2,0,,,1,257,604.86
15987,3059419,In the shadow of the Eiffel Tower..,3537598,Marie,,Vaugirard,48.85308633809293,2.294198046458866,Entire home/apt,129,3,17,2016-04-01,0.72,2,337,604.31
16136,7444630,"Lovely 56m2, close Eiffel Tower",38995118,Nathan,,Vaugirard,48.85307693731772,2.290495880737684,Entire home/apt,130,4,7,2016-02-16,0.63,1,24,603.37
34100,9590364,Trocadero Appartment with Terrace,20471805,Gianmaria,,Passy,48.8595489881726,2.2842397144305577,Entire home/apt,120,3,4,2016-03-02,0.59,1,3,603.07
16966,4399870,Very quiet apartment,22840676,Dominique,,Vaugirard,48.85305004487814,2.290829847579728,Entire home/apt,90,4,10,2016-07-01,0.78,1,278,601.48
34609,6933832,Charmant studio Eiffel/Trocadero,36351809,Sandra,,Passy,48.85745264595438,2.2842125631151253,Entire home/apt,54,2,4,2015-09-02,0.33,1,0,599.54
18730,9103556,Close to the Champ de Mars?,46700387,Caroline,,Vaugirard,48.85327209935134,2.2949373222844813,Entire home/apt,93,1,61,2016-07-01,7.41,1,289,599.48
18778,13069281,"Fabulous View, 3 min to Eiffel Tower",64881932,Meezo,,Vaugirard,48.853390159489635,2.289213304512014,Entire home/apt,93,1,10,2016-06-30,7.32,2,48,598.03
4410,9692008,Chambre ? vivre agr?able,29613806,Armance,,Palais-Bourbon,48.85727269527769,2.3002798173099315,Entire home/apt,31,1,2,2016-06-27,2.0,1,53,597.4
17999,12422300,Apartment in the earth of Paris,38215010,Armel,,Vaugirard,48.85337378872536,2.2893169367430715,Entire home/apt,146,1,5,2016-06-18,4.41,1,8,596.92
4144,13536730,Charming studio at the foot of the Eiffel tower,4467714,Diana,,Palais-Bourbon,48.86044551938622,2.29981026141514,Entire home/apt,65,1,0,,,2,29,596.63
34899,12678294,A charming appartment in Trocadero,68890084,Luz,,Passy,48.85973822890647,2.28441809882054,Entire home/apt,70,1,4,2016-07-01,1.9,1,157,595.35
35242,8063713,"Eiffel Tower -Trocad?ro, Large room",1512774,Guillaume,,Passy,48.85875990363121,2.284181033274837,Private room,60,6,5,2015-10-12,0.53,1,191,594.59
34767,4823099," 1 bedroom apt, XVI, Eiffel Tower",22125984,Soukaina,,Passy,48.860699553983046,2.284972335521066,Entire home/apt,140,1,18,2016-06-13,0.98,1,203,594.36
15863,8842946,Grand appartement au coeur de Paris,10404208,Marc,,Vaugirard,48.853641826324555,2.2960591028739046,Entire home/apt,100,4,5,2016-06-24,2.11,1,3,594.12
4772,9380137,Lovely apartment next to Eiffel T.,48664950,Dov,,Palais-Bourbon,48.85480918399005,2.2983362806643823,Entire home/apt,75,1,0,,,1,0,594.08
15649,13619657,Studette 11 m2 Tour EIFFEL,78877810,Cl?mence,,Vaugirard,48.85303321541945,2.2922799407164107,Entire home/apt,50,2,2,2016-06-28,2.0,1,71,593.82
34578,13432983,logement  53 m2 pr?s Tour Eiffel et Champs-Elys?es,76617204,Yvon,,Passy,48.863705615372226,2.292501065505947,Entire home/apt,99,2,1,2016-06-20,1.0,1,15,593.1
34244,1635423,Chic apartement in Paris,5937545,Ali,,Passy,48.86157140670394,2.285799506309705,Entire home/apt,84,1,16,2014-10-13,0.58,1,91,593.04
35078,1264009,***** Passez un bon moment ? Paris,6882113,Eric,,Passy,48.85878092734764,2.2842068159695894,Entire home/apt,181,1,4,2015-11-01,0.13,1,280,592.88
4152,6024288,2 Bedroom Apt Close To Eiffel Tower,27310698,Bernard,,Palais-Bourbon,48.853920197622024,2.2967419997995333,Entire home/apt,437,3,2,2015-10-07,0.19,33,235,592.82
34586,13226525,"EIFFEL CHIC: 80m2, 2 bedroom, 5th Floor, Lift, New",40862793,Benjamin,,Passy,48.85804728827739,2.2842029767961285,Entire home/apt,191,5,0,,,1,33,592.54
4671,3892287,Art Nouveau apt. near Eiffel Tower,3523350,Elle,,Palais-Bourbon,48.859811191193856,2.30007949249275,Entire home/apt,134,2,21,2015-09-01,0.94,1,179,592.04
4086,4853891,Eiffel Tower daily walk,291971,Ma?t?,,Palais-Bourbon,48.85711467574296,2.300133118195549,Entire home/apt,241,7,3,2015-10-24,0.23,9,254,590.81
33653,1310850,Studio apartment Victor Hugo 75116,7124742,Sonia,,Passy,48.863538532250345,2.2904043979222157,Entire home/apt,89,3,22,2016-06-26,0.62,1,310,590.6
4173,9087319,Charming flat nearby Eiffel Tower,47386007,Mathilde,,Palais-Bourbon,48.858682495954035,2.3003413652590843,Entire home/apt,100,3,5,2016-03-30,0.61,1,10,590.21
18661,7799461,CHAMBRE DANS  JOLI APPARTEMENT PRES EIFFEL TOUR,39823015,Marie Noelle,,Vaugirard,48.8533986726003,2.2950871175515117,Private room,100,2,0,,,2,7,589.89
4071,7756345,Stunning magic view on Eiffel Tower,40781895,William,,Palais-Bourbon,48.85716716112621,2.30012897989856,Entire home/apt,140,1,19,2016-06-23,1.93,2,356,589.16
33125,13596597,A haven of peace in Trocadero,78595948,Caroline,,Passy,48.86004324947545,2.2846643491801117,Entire home/apt,100,5,0,,,2,89,587.76
15654,6210740,Studio Tour Eiffel,21476770,Nassim,,Vaugirard,48.85310066371554,2.2917392915405856,Entire home/apt,70,1,0,,,1,1,587.69
34903,750569,Studio cosy ? 5mn de la Tour Eiffel,3945971,Milene,,Passy,48.85948405581171,2.284434129022633,Entire home/apt,80,2,27,2016-06-17,0.7,1,353,587.63
16087,3685878,Flat 2room 60m2 at the Eiffel Tower,18746684,Michael,,Vaugirard,48.853135688809644,2.291245331352572,Entire home/apt,200,2,16,2016-05-26,1.32,1,342,587.4
33100,12263509,Studio Trocad?ro - Paris 16e,66044194,Maxime,,Passy,48.85968844037807,2.2845121273996543,Entire home/apt,70,1,6,2016-06-27,3.67,1,28,587.3
17784,3517728,WELL DECORATED AND COMFORTABLE FLAT,17712007,Marc,,Vaugirard,48.853746779391706,2.2961374341408782,Entire home/apt,65,2,26,2016-06-08,1.14,1,361,586.54
4317,4401700,[120m2]Grand Residence Eiffel Tower,7608379,Alexis,,Palais-Bourbon,48.85927924901783,2.30018502244339,Entire home/apt,401,4,34,2016-04-30,2.04,35,121,586.48
34182,7656903,Studio avec terrasse vue TourEiffel,40186532,Sophie,,Passy,48.85835171670721,2.284292666964438,Entire home/apt,85,3,29,2016-06-30,2.95,1,350,584.87
4024,2689507,Design & Art Eiffel Tower 7th flat,76355,Suomi And Prestigious Team,,Palais-Bourbon,48.86092115052072,2.299270149846211,Entire home/apt,130,2,54,2016-06-28,2.17,23,270,584.12
4872,6836533,Beautiful Parisian Appartment,35821956,Alexandre,,Palais-Bourbon,48.8590182487661,2.3002063278358653,Entire home/apt,226,2,12,2015-11-08,0.95,1,330,583.75
35607,6058028,Grand appartement  / Trocad?ro,30707160,Emmanuel,,Passy,48.85777718678065,2.2843637824819942,Entire home/apt,261,1,0,,,1,0,583.45
17169,9506469,Smala studio next to Eiffel tower.,47109906,Angelique,,Vaugirard,48.853349979392384,2.2945813782938633,Private room,28,1,5,2016-01-03,0.67,1,0,583.27
32916,1315397,"Elegant, Trocadero, Eiffel tower ",3546973,Niels,,Passy,48.86074703534214,2.285184214085619,Entire home/apt,300,2,48,2016-06-15,1.58,1,333,582.81
33399,4418290,PARIS 16 EME TROCADERO ,22933634,Jordan,,Passy,48.86217993880186,2.286811409405535,Entire home/apt,95,7,0,,,1,0,582.76
19035,6849340,Quiet room 5mn walk to Eiffel Tower,9753529,Marie-Pascale,,Vaugirard,48.853179037949744,2.293121035317197,Private room,75,1,92,2016-06-28,7.52,1,11,580.82
34489,2221723,Superbe appart 100 m2 Tour Eiffel ,11292021,Louise,,Passy,48.85958149357899,2.2845659352997854,Entire home/apt,140,7,4,2015-07-27,0.17,1,202,580.62
15744,11793678,Chambre,18756098,Sarah,,Vaugirard,48.85358326111494,2.295423385328936,Private room,60,1,2,2016-06-25,0.59,1,0,579.97
34765,2464405,bel appartement de standing ,12601977,Bernard,,Passy,48.85835610864277,2.284372005438751,Entire home/apt,130,1,3,2016-01-06,0.12,1,361,579.07
4720,334540,PARIS - EIFFEL tower!!!,1703879,Celine,,Palais-Bourbon,48.86024858322846,2.299666759420433,Entire home/apt,125,3,36,2015-11-15,0.74,1,331,578.71
18964,2439141,2 minutes away from Eiffel Tower,12468527,Tarek,,Vaugirard,48.85316965496969,2.292228594856019,Entire home/apt,150,2,88,2016-06-15,3.12,1,294,578.67
35781,13638000,"Studio tout ""neuf"" au Trocad?ro",47461900,Julie,,Passy,48.858384662701816,2.2843864388321204,Entire home/apt,100,2,0,,,1,84,578.01
17361,13235005,Lovely apartment near the Eiffel tower- Desaix,16721603,Marco,,Vaugirard,48.85318300477607,2.292683407165812,Entire home/apt,241,2,0,,,5,44,577.89
4955,6851278,Spacious Room - Eiffel Tower!,860509,Benjamin,,Palais-Bourbon,48.85812230692462,2.300176732072429,Private room,100,1,30,2016-05-27,2.46,1,12,577.85
4820,5045559,Paris airbed next to Eiffel Tower,26048276,Caroline,,Palais-Bourbon,48.86063538299011,2.299387480069833,Private room,52,1,41,2016-06-29,2.72,2,356,577.1
16566,7098493,Studio Eiffel Tower & Beaugrennelle,37205914,Jihua,,Vaugirard,48.85416077015398,2.2876881824215163,Entire home/apt,80,2,40,2016-06-28,3.65,1,296,576.76
34490,12969568,Cosy apartment Eiffel Tower view,8999735,Charles,,Passy,48.857610926622115,2.2845154075612384,Private room,80,2,0,,,2,62,574.87
4302,5972248,Eiffel Tower - Paris,14970185,Diana,,Palais-Bourbon,48.85832907927784,2.300125709904437,Private room,59,1,10,2015-10-27,0.78,3,260,573.46
35439,6696665,#Cocoon #Arty #Cosy #Eiffel Tower,5853269,Mus,,Passy,48.86242334108772,2.287441128927899,Entire home/apt,69,2,15,2015-12-15,1.17,8,32,573.12
34514,2220438,"Bel appartement, Villa Raynouard",11325030,Yvon,,Passy,48.85609174728618,2.2852678534914106,Entire home/apt,94,3,3,2016-05-05,0.45,1,69,572.8
17219,11131531,Parisian style flat - Eiffel Tower,57836284,Valeryane,,Vaugirard,48.853227327478294,2.292181809271039,Entire home/apt,149,2,13,2016-06-16,3.31,1,34,572.29
33362,200845,Studio in 16th next to Eiffel Tower,982391,Edouard,,Passy,48.86349458617468,2.291620311338256,Entire home/apt,50,3,145,2016-06-17,2.46,2,346,571.51
35686,10536624,Halfway Eiffel T & Champs-Elys?es,6151269,Christophe,,Passy,48.86335777069575,2.2941706667771125,Entire home/apt,80,2,2,2016-06-17,0.76,1,58,571.08
33562,13398105,Studio Parisien 2mins Tour Eiffel,8440748,Kawtar,,Passy,48.86123548261486,2.2858131797945576,Entire home/apt,100,1,0,,,1,365,570.6
34075,9585353,A studio next to the Eiffel Tower,13018764,Keltoum,,Passy,48.85980810776918,2.284800252249503,Entire home/apt,65,1,0,,,1,336,570.48
4474,629392,Studio in front of the Eiffel tower,1739866,Sophie,,Palais-Bourbon,48.8580737222992,2.300038140549642,Entire home/apt,85,3,2,2016-04-22,0.05,3,291,568.01
4507,13613750,Chambre Priv?e Tour Eiffel,76732285,Sara,,Palais-Bourbon,48.85921992186366,2.2999417555843134,Private room,84,1,1,2016-06-30,1.0,1,230,567.83
35734,5791331,Amazing appartment with Seine view,26344129,Engin,,Passy,48.86343858977501,2.293273916269752,Entire home/apt,150,3,0,,,2,304,567.81
33892,8302273,NEW EIFFEL TOWER STUDIO,17027301,Simon,,Passy,48.863451176422856,2.291592548655724,Entire home/apt,111,3,9,2016-07-03,2.84,1,118,566.88
17572,7556657,Appartement Paris Tour Eiffel,39606262,Jean Jo?l,,Vaugirard,48.85384787880173,2.295848125944788,Entire home/apt,120,1,0,,,1,0,566.67
17337,13629642,Appartement  avec jardin,79007548,Ga?l,,Vaugirard,48.85388248266758,2.2959280091802525,Entire home/apt,50,1,0,,,1,23,565.98
33549,5198923,Eiffel Tower view Loft 3 bedrooms,8816961,M. Achraf,,Passy,48.86345360270346,2.2923311009604666,Entire home/apt,2004,6,0,,,31,365,564.88
4760,3093816,Tour Eiffel Luxueux appart haussman,15734302,Amaury,,Palais-Bourbon,48.85723983067315,2.2998050464895945,Entire home/apt,987,6,0,,,1,365,564.25
18246,9834677,Amazing location in Eiffel Tower,50647101,Hamza,,Vaugirard,48.853784906535985,2.2890056863331925,Entire home/apt,99,2,4,2016-05-25,0.84,1,41,563.9
32976,9709219,Proche Tour Eiffel et proche tous transports !,11987238,Valentine,,Passy,48.85900688007688,2.284643501233302,Private room,215,1,0,,,2,361,563.62
34331,7413284,luxury 3 bed flat @ Eiffel Tower,25570032,Liza,,Passy,48.861294679086896,2.28599362622574,Entire home/apt,258,1,10,2016-04-19,0.93,1,362,563.46
19111,26562,The Eiffel Tower as your neighbour,107514,Judith,,Vaugirard,48.85338620677869,2.2909688755777835,Entire home/apt,120,3,89,2016-02-24,1.19,1,232,562.9
16516,6570751,Tr?s beau 2 pi?ces ? la Tour Eiffel,17750927,Edouard,,Vaugirard,48.85407470810173,2.2963340832155184,Entire home/apt,150,5,1,2015-08-18,0.09,1,109,562.28
4640,358085,Daybed in living room EIFFEL TOWER,1812131,Cecile,,Palais-Bourbon,48.86178433017053,2.29794707412055,Entire home/apt,90,2,8,2016-06-27,0.15,1,341,561.49
33392,3505770,Nice Flat front Eiffel Tower,17651292,Yvette,,Passy,48.863389105178854,2.293156452184874,Entire home/apt,70,2,23,2016-06-03,1.25,1,330,561.31
35274,12965301,Appartement 220m2 Passy - Trocad?ro - Tour Eiffel,71302907,Damien,,Passy,48.858671963933105,2.2846282411837264,Entire home/apt,381,2,0,,,1,80,561.3
4498,2591966,Romantic & design Flat - Alma 16th,2839689,Evrard,,Palais-Bourbon,48.86217953800687,2.2973199069180907,Entire home/apt,300,4,31,2016-04-06,1.16,1,80,560.93
33113,7578694,Studio de 20m2 ? louer ? la semaine,13477824,Lucie,,Passy,48.85986229492165,2.284964103898614,Entire home/apt,50,7,0,,,1,0,560.73
16015,7594057,No 11 RUE EDGAR FAURE PARIS XV  JOLI APPART DE 3 P,39823015,Marie Noelle,,Vaugirard,48.853865990950496,2.2957032236205146,Entire home/apt,146,3,2,2015-09-28,0.21,2,59,560.07
5054,11559432,Eiffel tower view from your studio,61036335,Val,,Palais-Bourbon,48.8576412461753,2.2998330036548698,Entire home/apt,178,3,0,,,1,320,558.0
17953,9409804,Studio ? 5mn de la Tour Eiffel,20687736,Marie,,Vaugirard,48.8535157347984,2.29418086734331,Entire home/apt,90,3,12,2016-07-01,2.0,1,200,557.65
35824,12059558,Charming 1-bedroom at Eiffel Tower,12127959,Martine,,Passy,48.8610201425499,2.285816240225995,Entire home/apt,151,3,0,,,1,294,557.41
16189,10853575,Appartement proche tour eiffel,56217318,Nicolas,,Vaugirard,48.85388587010427,2.2888987330011497,Entire home/apt,90,2,0,,,1,0,557.2
4712,10047702,Appartement Tour Eiffel,16613202,Gustave,,Palais-Bourbon,48.858367608037966,2.2999023504528817,Entire home/apt,80,1,1,2016-01-31,0.19,1,0,557.1
34932,3239289,Chambre PARIS 16e / Vue TOUR EIFFEL,4268918,Eug?nie,,Passy,48.85673419705912,2.28511628685138,Private room,50,2,79,2016-06-29,3.32,1,116,555.39
19286,6173679,Eiffel Tower Champs de Mars beautiful apartment,16609381,Alban,,Vaugirard,48.853380127571704,2.2923669088296306,Entire home/apt,99,2,16,2016-06-24,1.34,1,179,555.28
32870,6815692,"Eiffel Tower View, Sauna and Space!",35115935,Elisabeth,,Passy,48.85634349703464,2.285356588403441,Entire home/apt,391,7,0,,,1,4,555.02
3745,8772380,Private Room at the Eiffel Tower,35533531,Mino,,Palais-Bourbon,48.85961056125001,2.2996248509767043,Private room,52,2,19,2016-06-30,2.37,2,301,554.13
4930,4889990,Flat near Eiffel Tower,6131880,Anna,,Palais-Bourbon,48.861170344907414,2.298543146617192,Entire home/apt,115,2,29,2016-06-29,1.59,1,350,553.31
34088,4354606,"Trocad?ro 70m2, 2 charmantes chbres",3024974,Neirie R.,,Passy,48.860486169170606,2.28544198678661,Entire home/apt,220,3,14,2016-01-25,0.78,1,364,553.14
16609,9591940,Cosy studio with Eiffel Tower view,49646537,Dina,,Vaugirard,48.853882634763266,2.2955287048012893,Entire home/apt,60,7,5,2016-05-02,0.77,1,15,552.82
3789,1277299,PENTHOUSE 5/6 PEOPLE  EIFFEL TOWER,6952166,Sophie,,Palais-Bourbon,48.859505397314436,2.2996442665544303,Entire home/apt,200,5,7,2015-08-28,0.19,1,153,552.73
33999,9337762,Trocadero cosy Bedroom,48463777,Aurelle,,Passy,48.859577482684614,2.2849592272334105,Entire home/apt,38,6,1,2016-06-22,1.0,1,252,552.56
33714,3543229,luxurious and charming flat,17832655,Niveen,,Passy,48.857310251377584,2.284910267005829,Entire home/apt,171,2,5,2015-07-19,0.24,1,365,552.49
15760,8772983,CHARMING STUDIO  2min EIFFEL TOWER,45992141,Sophie,,Vaugirard,48.853785857654046,2.2951469574028573,Entire home/apt,89,4,18,2016-06-14,2.16,1,35,551.37
18713,13168560,Magnifique appartement au pied de la tour effeil,16339702,Natacha,,Vaugirard,48.853983483558295,2.2957075284691166,Entire home/apt,300,5,0,,,1,8,548.55
35113,4408229,Eiffel Tower Tocadero with a garden,22253025,Francine,,Passy,48.856879347480366,2.285142285398807,Entire home/apt,280,2,15,2016-06-22,0.82,1,365,548.49
33398,2485119,Super studio Trocadero Tour Eiffel,7638834,Houda & Nabil,,Passy,48.860201905695114,2.2853280717388555,Entire home/apt,99,3,125,2016-07-01,4.55,1,250,548.2
4979,9601858,Appartement,49691140,B,,Palais-Bourbon,48.85989805012903,2.2994105010526265,Shared room,65,1,0,,,1,336,547.99
4168,13411156,"view on Eiffel tower, studio with AC",67587793,Renaud,,Palais-Bourbon,48.856843304469976,2.299403894853919,Entire home/apt,72,4,0,,,2,35,547.74
34883,6911875,Vue exceptionnelle Tour Eiffel,7820489,Coralie,,Passy,48.86006380617044,2.2852581352811447,Entire home/apt,70,2,0,,,1,0,547.5
35823,10226364,EIFFEL TOWER / TROCADERO COSY FLAT,52550771,Pat,,Passy,48.85978070077241,2.285130432023989,Entire home/apt,90,3,1,2016-02-15,0.21,1,362,546.45
18420,2835459,"Proche Tour effeil ,beau 2 pi?ces .",14504735,Fran?oise,,Vaugirard,48.85351584988785,2.291202373094652,Entire home/apt,191,2,2,2014-10-03,0.09,1,365,545.96
17343,5097739,Lovely flat near the Eiffel Tower,22492369,Justine,,Vaugirard,48.85403419313192,2.288819409186932,Entire home/apt,85,5,3,2015-05-17,0.2,1,311,545.16
34321,13556203,"Spacious and chic flat, near to the Eiffel Tower",78078898,Chris,,Passy,48.85685255738823,2.2852204235819866,Entire home/apt,105,2,6,2016-06-23,6.0,1,36,543.97
18854,12238287,Studio tout neuf Tour Eiffel,15779545,Brice,,Vaugirard,48.85361290795537,2.2906074990845573,Entire home/apt,70,1,6,2016-06-18,3.67,1,229,543.44
4737,6111175,eiffel tower flat,7084652,Mehdi,,Palais-Bourbon,48.858136194618595,2.2996961950866748,Entire home/apt,90,5,8,2016-04-21,0.6,1,351,542.66
33578,10044935,216041-Etoile Trocad?ro-2Br-Apt,2667370,Parisian Home,,Passy,48.86272193684782,2.288928322584598,Entire home/apt,298,3,1,2016-05-22,0.68,139,232,542.37
15976,10197738,Aptm superbe vue sur la Tour Eiffel,32115796,Laura,,Vaugirard,48.853877471227115,2.2951524371101266,Entire home/apt,111,3,0,,,1,0,542.11
33775,271825,ELEGANT COSY STUDIO-TROCADERO/PASSY,1404290,Joseph,,Passy,48.86107678072268,2.286124039616289,Entire home/apt,120,7,6,2015-06-11,0.11,1,256,541.88
16202,4819812,2 minutes to the eiffel tower,7552721,Yao,,Vaugirard,48.85380820905095,2.289757204953427,Private room,29,3,2,2015-01-29,0.11,1,191,540.34
34919,750399,Beautiful flat near Eiffel Tower!,3944781,Marie,,Passy,48.85569990495396,2.2861205701296368,Entire home/apt,146,1,38,2016-06-29,0.85,1,365,540.3
15932,2349581,Quiet Parisian Apt 5min Eiffel T.,11989075,Salom? & Janjac,,Vaugirard,48.85409104307475,2.2957643306231508,Entire home/apt,130,3,48,2016-06-25,1.75,1,183,539.88
4710,5722394,Flat with great view Eiffel Tower !,29671382,Lionel,,Palais-Bourbon,48.85426814745658,2.2962254805384474,Entire home/apt,40,7,2,2016-03-20,0.33,4,338,539.82
16428,3681136,Studio - Paris 15,7511632,Blandine,,Vaugirard,48.853528285985576,2.29217362199272,Entire home/apt,96,6,9,2016-06-30,0.4,1,171,538.84
33336,4468415,FLAT Trocadero Eiffel Tower 5pers,14232465,Louis,,Passy,48.86119599155861,2.2863004928437434,Entire home/apt,100,1,45,2016-06-19,2.27,2,186,538.8
34750,1680054,Bright luxury Penthouse+services,8854700,Alain,,Passy,48.85777073824414,2.2849821370899672,Entire home/apt,261,4,25,2016-06-18,0.96,1,360,538.62
4606,12290483,Cute flat overlooking Eiffel Tower,66238967,Chiara,,Palais-Bourbon,48.859885281711314,2.2992728004194016,Entire home/apt,80,1,0,,,1,0,537.97
4666,13078713,Typical parisian apartment nearby the Eiffel Tower,72533740,Brigitte,,Palais-Bourbon,48.85982037344226,2.299273171007263,Entire home/apt,200,7,1,2016-06-23,1.0,1,180,535.78
16455,7615293,Chambre avec lits superpos?s,39937422,Cl?ment,,Vaugirard,48.85374519580375,2.294153377769694,Private room,50,1,0,,,1,0,532.46
3820,13616623,Tour Eiffel,78836123,Nelson,,Palais-Bourbon,48.85917658044934,2.299459985790042,Entire home/apt,802,7,0,,,1,14,532.27
34113,12105859,Petit Studio parisien avec vue sur la Tour Eiffel,64913933,Camille,,Passy,48.86265900085425,2.2890565076533806,Entire home/apt,50,3,1,2016-06-21,1.0,1,62,531.91
4683,3367326,2BD 90sq metres on the Eiffel Tower,3419863,Marie,,Palais-Bourbon,48.85987696751414,2.2991876461634404,Entire home/apt,251,3,19,2016-06-13,0.79,1,22,531.76
18575,73433,EIFFEL TOWER,58619,Giulio,,Vaugirard,48.85376645253604,2.29040407771243,Entire home/apt,140,3,81,2016-06-20,1.4,2,359,530.5
5029,730998,The Eiffel Tower charm in Paris,3803280,Patricia Et Eric,,Palais-Bourbon,48.85988477925114,2.299151738147536,Entire home/apt,290,5,1,2013-01-03,0.02,2,27,529.55
32914,9108491,SUPERBE VUE TOUR EIFFEL,47474093,Sylvie,,Passy,48.860476981303826,2.2858029020420583,Entire home/apt,601,4,0,,,1,365,528.9
16137,3602394,Joli appartement 2 pi?ces - 45m2,18149915,Isa Et C?dric,,Vaugirard,48.85362340243408,2.2926301764288395,Entire home/apt,80,2,1,2016-06-29,1.0,1,282,528.79
15919,13196015,Appt - 135 m2 - 3 chambres,73896806,Thierry,,Vaugirard,48.85418111091003,2.295676792885976,Entire home/apt,451,2,0,,,1,73,528.03
35522,8162643,Luxury 5* Loft Eiffel Tower/Trocadero,10378292,Andrea,,Passy,48.862308176352435,2.2882517898278,Entire home/apt,146,4,24,2016-06-20,4.14,1,332,527.79
